product_id,name,category,subcategory,brand,price,avg_rating,review_count,in_stock,tags,description
prod_0134,Apple USB-C Hub,Electronics,Cameras,Apple,1296.02,4.8,26,True,"['hd', 'usb-c', 'noise-cancelling', 'portable', 'fast-charge', '4k', 'tech', 'waterproof', 'gadget', 'wireless']","Introducing the Apple USB-C Hub by Apple — a premium electronics solution built for modern lifestyles. Engineered with wireless materials and wireless design, it stands out in the cameras market. Whether you're a beginner or professional, this product meets your needs."
prod_0135,Apple Laptop Stand Elite,Electronics,Audio,Apple,1044.75,3.8,173,True,"['portable', 'voice-assistant', 'noise-cancelling', 'gadget', 'fast-charge', 'waterproof', 'hd', '4k', 'wireless', 'usb-c']","The Apple Apple Laptop Stand Elite is a top-rated audio product designed for travel use. It features noise-cancelling and wireless technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0136,Lenovo Wireless Earbuds Elite,Electronics,Cameras,Lenovo,1428.49,4.7,26,True,"['gadget', 'wireless', 'portable', 'rechargeable', '4k', 'smart', 'fast-charge', 'noise-cancelling', 'waterproof']","The Lenovo Lenovo Wireless Earbuds Elite is a top-rated cameras product designed for outdoor use. It features noise-cancelling and portable technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0137,Bose Laptop Stand X,Electronics,Accessories,Bose,854.99,4.6,150,True,"['fast-charge', 'smart', 'rechargeable', 'voice-assistant', 'tech', 'noise-cancelling', 'hd', 'bluetooth', 'portable', 'waterproof', 'gadget', 'electronics']","The Bose Bose Laptop Stand X is a top-rated accessories product designed for outdoor use. It features portable and voice-assistant technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0138,JBL USB-C Hub Elite,Electronics,Smartphones,JBL,1295.37,3.5,258,True,"['smart', 'waterproof', 'tech', 'wireless', '4k', 'noise-cancelling']","The JBL JBL USB-C Hub Elite is a top-rated smartphones product designed for home use. It features noise-cancelling and 4k technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0139,LG Wireless Earbuds HD,Electronics,Networking,LG,535.96,4.1,72,True,"['noise-cancelling', 'rechargeable', 'gadget', 'usb-c', 'bluetooth', 'hd', 'voice-assistant', 'tech']","The LG LG Wireless Earbuds HD is a top-rated networking product designed for professional use. It features voice-assistant and noise-cancelling technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0140,LG Webcam X,Electronics,Networking,LG,226.12,4.0,93,True,"['bluetooth', 'hd', 'portable', 'fast-charge', 'smart', 'tech', 'noise-cancelling', '4k', 'voice-assistant', 'usb-c', 'gadget']","The LG Webcam X from LG combines bluetooth functionality with sleek aesthetics. As a leading networking product in the Electronics category, it offers hd performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0141,Logitech Bluetooth Speaker SE,Electronics,Wearables,Logitech,605.61,4.1,328,True,"['waterproof', 'wireless', 'smart', 'bluetooth', 'usb-c', '4k', 'hd', 'gadget', 'noise-cancelling']","The Logitech Logitech Bluetooth Speaker SE is a top-rated wearables product designed for outdoor use. It features 4k and waterproof technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0142,JBL Gaming Mouse Pro,Electronics,Laptops,JBL,1487.88,4.8,33,True,"['wireless', '4k', 'gadget', 'hd', 'bluetooth', 'fast-charge', 'waterproof', 'tech', 'usb-c']","The JBL Gaming Mouse Pro from JBL combines wireless functionality with sleek aesthetics. As a leading laptops product in the Electronics category, it offers waterproof performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0143,LG Webcam,Electronics,Wearables,LG,150.43,5.0,14,True,"['electronics', 'wireless', 'smart', 'tech', 'gadget', 'noise-cancelling']","Introducing the LG Webcam by LG — a premium electronics solution built for modern lifestyles. Engineered with tech materials and electronics design, it stands out in the wearables market. Whether you're a beginner or professional, this product meets your needs."
prod_0144,Anker Laptop Stand X,Electronics,Networking,Anker,120.18,3.9,300,True,"['tech', '4k', 'fast-charge', 'voice-assistant', 'waterproof', 'usb-c', 'noise-cancelling', 'bluetooth', 'hd']","Introducing the Anker Laptop Stand X by Anker — a premium electronics solution built for modern lifestyles. Engineered with 4k materials and hd design, it stands out in the networking market. Whether you're a beginner or professional, this product meets your needs."
prod_0145,Sony Webcam HD,Electronics,Laptops,Sony,1034.55,4.1,70,True,"['wireless', 'tech', 'waterproof', 'gadget', 'fast-charge', 'noise-cancelling', 'portable', 'usb-c', 'voice-assistant', '4k', 'hd', 'bluetooth']","The Sony Webcam HD from Sony combines 4k functionality with sleek aesthetics. As a leading laptops product in the Electronics category, it offers 4k performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0146,Samsung USB-C Hub Max,Electronics,Networking,Samsung,783.86,3.9,82,True,"['wireless', '4k', 'portable', 'bluetooth', 'hd', 'electronics', 'voice-assistant', 'smart', 'rechargeable', 'noise-cancelling']","Introducing the Samsung USB-C Hub Max by Samsung — a premium electronics solution built for modern lifestyles. Engineered with 4k materials and rechargeable design, it stands out in the networking market. Whether you're a beginner or professional, this product meets your needs."
prod_0147,Lenovo Webcam Elite,Electronics,Networking,Lenovo,826.34,3.7,411,True,"['fast-charge', 'smart', 'voice-assistant', 'tech', 'electronics', 'noise-cancelling', '4k']","The Lenovo Webcam Elite from Lenovo combines 4k functionality with sleek aesthetics. As a leading networking product in the Electronics category, it offers tech performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0148,Xiaomi Webcam Ultra,Electronics,Wearables,Xiaomi,1057.19,4.2,64,True,"['hd', 'rechargeable', 'waterproof', 'noise-cancelling', 'gadget', 'bluetooth']","Introducing the Xiaomi Webcam Ultra by Xiaomi — a premium electronics solution built for modern lifestyles. Engineered with gadget materials and rechargeable design, it stands out in the wearables market. Whether you're a beginner or professional, this product meets your needs."
prod_0149,Apple USB-C Hub Ultra,Electronics,Wearables,Apple,1098.99,4.4,214,True,"['wireless', 'electronics', 'voice-assistant', 'tech', 'portable', '4k', 'smart', 'waterproof', 'gadget', 'usb-c', 'noise-cancelling', 'rechargeable']","Introducing the Apple USB-C Hub Ultra by Apple — a premium electronics solution built for modern lifestyles. Engineered with rechargeable materials and wireless design, it stands out in the wearables market. Whether you're a beginner or professional, this product meets your needs."
prod_0150,Bose Laptop Stand Elite,Electronics,Networking,Bose,203.49,4.4,315,True,"['waterproof', 'bluetooth', '4k', 'tech', 'electronics', 'usb-c', 'portable', 'voice-assistant', 'smart', 'hd', 'gadget', 'noise-cancelling']","The Bose Bose Laptop Stand Elite is a top-rated networking product designed for outdoor use. It features voice-assistant and smart technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0151,Apple Power Bank,Electronics,Audio,Apple,1088.33,3.6,75,True,"['4k', 'rechargeable', 'electronics', 'fast-charge', 'voice-assistant', 'wireless', 'hd']","The Apple Power Bank from Apple combines hd functionality with sleek aesthetics. As a leading audio product in the Electronics category, it offers 4k performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0152,Anker Smart Watch Elite,Electronics,Wearables,Anker,383.67,4.4,308,True,"['usb-c', 'bluetooth', 'tech', 'noise-cancelling', 'voice-assistant', 'fast-charge', 'rechargeable', 'electronics', '4k', 'portable', 'waterproof']","The Anker Anker Smart Watch Elite is a top-rated wearables product designed for everyday use. It features rechargeable and bluetooth technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0153,Logitech Smart Watch Mini,Electronics,Smartphones,Logitech,852.25,4.0,170,True,"['4k', 'noise-cancelling', 'wireless', 'smart', 'usb-c', 'waterproof', 'voice-assistant', 'fast-charge']","The Logitech Smart Watch Mini from Logitech combines 4k functionality with sleek aesthetics. As a leading smartphones product in the Electronics category, it offers smart performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0154,Samsung Mechanical Keyboard Pro,Electronics,Networking,Samsung,1142.01,4.6,72,True,"['waterproof', '4k', 'voice-assistant', 'bluetooth', 'tech', 'wireless', 'rechargeable', 'noise-cancelling', 'smart']","The Samsung Mechanical Keyboard Pro from Samsung combines waterproof functionality with sleek aesthetics. As a leading networking product in the Electronics category, it offers bluetooth performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0155,JBL Bluetooth Speaker HD,Electronics,Audio,JBL,156.93,4.3,116,True,"['hd', 'waterproof', 'portable', 'tech', 'noise-cancelling', 'voice-assistant', 'electronics']","Introducing the JBL Bluetooth Speaker HD by JBL — a premium electronics solution built for modern lifestyles. Engineered with waterproof materials and portable design, it stands out in the audio market. Whether you're a beginner or professional, this product meets your needs."
prod_0156,Logitech Mechanical Keyboard X,Electronics,Cameras,Logitech,418.85,3.9,554,True,"['wireless', 'gadget', 'fast-charge', 'noise-cancelling', 'tech', 'waterproof']","The Logitech Mechanical Keyboard X from Logitech combines noise-cancelling functionality with sleek aesthetics. As a leading cameras product in the Electronics category, it offers wireless performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0157,LG Gaming Mouse Mini,Electronics,Networking,LG,703.07,4.4,393,True,"['tech', 'voice-assistant', 'gadget', 'hd', 'bluetooth', 'noise-cancelling', 'electronics', 'wireless', 'portable', 'fast-charge', 'waterproof', 'rechargeable']","Introducing the LG Gaming Mouse Mini by LG — a premium electronics solution built for modern lifestyles. Engineered with portable materials and tech design, it stands out in the networking market. Whether you're a beginner or professional, this product meets your needs."
prod_0158,Samsung Webcam X,Electronics,Laptops,Samsung,840.59,4.7,152,True,"['wireless', 'tech', 'smart', 'waterproof', 'gadget', '4k', 'electronics', 'rechargeable', 'portable', 'noise-cancelling']","Introducing the Samsung Webcam X by Samsung — a premium electronics solution built for modern lifestyles. Engineered with 4k materials and tech design, it stands out in the laptops market. Whether you're a beginner or professional, this product meets your needs."
prod_0159,Samsung Bluetooth Speaker Max,Electronics,Smartphones,Samsung,1355.21,4.3,102,True,"['fast-charge', 'gadget', 'tech', 'usb-c', 'voice-assistant', 'electronics', 'smart', 'noise-cancelling', 'hd']","The Samsung Samsung Bluetooth Speaker Max is a top-rated smartphones product designed for travel use. It features smart and smart technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0160,Bose USB-C Hub X,Electronics,Laptops,Bose,1326.88,4.2,126,True,"['noise-cancelling', 'voice-assistant', 'waterproof', 'wireless', 'hd', 'bluetooth']","Introducing the Bose USB-C Hub X by Bose — a premium electronics solution built for modern lifestyles. Engineered with wireless materials and noise-cancelling design, it stands out in the laptops market. Whether you're a beginner or professional, this product meets your needs."
prod_0161,Xiaomi Smart Watch,Electronics,Laptops,Xiaomi,1491.22,4.0,303,True,"['fast-charge', 'electronics', 'portable', '4k', 'usb-c', 'smart', 'rechargeable', 'noise-cancelling', 'gadget', 'bluetooth']","The Xiaomi Smart Watch from Xiaomi combines fast-charge functionality with sleek aesthetics. As a leading laptops product in the Electronics category, it offers smart performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0162,Bose Wireless Earbuds X,Electronics,Networking,Bose,801.21,3.6,1827,True,"['noise-cancelling', 'wireless', 'gadget', 'tech', 'waterproof', 'hd', 'bluetooth', 'electronics', 'portable', '4k', 'rechargeable', 'voice-assistant']","The Bose Wireless Earbuds X from Bose combines hd functionality with sleek aesthetics. As a leading networking product in the Electronics category, it offers voice-assistant performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0163,Samsung Mechanical Keyboard HD,Electronics,Accessories,Samsung,851.96,3.5,34,True,"['wireless', 'waterproof', 'fast-charge', 'smart', 'rechargeable', 'bluetooth', 'gadget', '4k', 'electronics', 'portable']","The Samsung Samsung Mechanical Keyboard HD is a top-rated accessories product designed for everyday use. It features smart and portable technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0164,LG Laptop Stand Elite,Electronics,Accessories,LG,1079.65,4.6,383,True,"['waterproof', 'voice-assistant', 'usb-c', 'electronics', '4k', 'gadget', 'noise-cancelling', 'tech', 'portable', 'bluetooth', 'rechargeable', 'hd']","Introducing the LG Laptop Stand Elite by LG — a premium electronics solution built for modern lifestyles. Engineered with noise-cancelling materials and bluetooth design, it stands out in the accessories market. Whether you're a beginner or professional, this product meets your needs."
prod_0165,Anker Gaming Mouse,Electronics,Laptops,Anker,486.17,4.3,315,True,"['rechargeable', '4k', 'noise-cancelling', 'usb-c', 'wireless', 'fast-charge', 'gadget', 'portable', 'voice-assistant', 'waterproof', 'smart']","The Anker Anker Gaming Mouse is a top-rated laptops product designed for professional use. It features noise-cancelling and rechargeable technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0166,Lenovo Smart Watch,Electronics,Networking,Lenovo,854.84,4.0,50,False,"['gadget', 'usb-c', '4k', 'tech', 'wireless', 'waterproof', 'noise-cancelling', 'voice-assistant', 'rechargeable']","The Lenovo Smart Watch from Lenovo combines tech functionality with sleek aesthetics. As a leading networking product in the Electronics category, it offers tech performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0167,Apple Wireless Earbuds Pro,Electronics,Audio,Apple,588.12,4.0,65,True,"['portable', 'gadget', 'voice-assistant', 'smart', 'fast-charge', 'usb-c', 'rechargeable', 'hd', 'electronics', 'wireless', 'bluetooth']","Introducing the Apple Wireless Earbuds Pro by Apple — a premium electronics solution built for modern lifestyles. Engineered with gadget materials and portable design, it stands out in the audio market. Whether you're a beginner or professional, this product meets your needs."
prod_0168,Apple Mechanical Keyboard Lite,Electronics,Smartphones,Apple,1333.58,4.5,124,True,"['4k', 'tech', 'rechargeable', 'waterproof', 'usb-c', 'noise-cancelling', 'smart']","The Apple Apple Mechanical Keyboard Lite is a top-rated smartphones product designed for everyday use. It features waterproof and noise-cancelling technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0169,LG Webcam SE,Electronics,Laptops,LG,1087.23,3.6,100,True,"['rechargeable', 'bluetooth', 'hd', 'waterproof', '4k', 'wireless', 'tech', 'electronics', 'noise-cancelling', 'fast-charge', 'usb-c']","Introducing the LG Webcam SE by LG — a premium electronics solution built for modern lifestyles. Engineered with wireless materials and rechargeable design, it stands out in the laptops market. Whether you're a beginner or professional, this product meets your needs."
prod_0170,Lenovo Gaming Mouse Max,Electronics,Wearables,Lenovo,159.03,4.2,75,True,"['gadget', 'hd', 'bluetooth', 'tech', 'smart', '4k', 'fast-charge']","The Lenovo Gaming Mouse Max from Lenovo combines gadget functionality with sleek aesthetics. As a leading wearables product in the Electronics category, it offers 4k performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0171,Anker Mechanical Keyboard Lite,Electronics,Audio,Anker,676.98,3.6,198,True,"['smart', 'voice-assistant', 'bluetooth', 'wireless', 'fast-charge', 'noise-cancelling', 'electronics', 'gadget']","The Anker Mechanical Keyboard Lite from Anker combines smart functionality with sleek aesthetics. As a leading audio product in the Electronics category, it offers electronics performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0172,JBL Power Bank Max,Electronics,Accessories,JBL,722.25,4.1,80,True,"['portable', 'waterproof', '4k', 'electronics', 'rechargeable', 'noise-cancelling']","The JBL JBL Power Bank Max is a top-rated accessories product designed for travel use. It features rechargeable and noise-cancelling technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0173,LG Smart Watch Lite,Electronics,Laptops,LG,78.37,3.8,196,True,"['hd', 'portable', 'wireless', 'voice-assistant', 'gadget', 'noise-cancelling']","Introducing the LG Smart Watch Lite by LG — a premium electronics solution built for modern lifestyles. Engineered with hd materials and hd design, it stands out in the laptops market. Whether you're a beginner or professional, this product meets your needs."
prod_0174,Bose Wireless Charger X,Electronics,Networking,Bose,1376.99,3.3,27,True,"['fast-charge', '4k', 'noise-cancelling', 'voice-assistant', 'rechargeable', 'portable']","The Bose Bose Wireless Charger X is a top-rated networking product designed for everyday use. It features voice-assistant and 4k technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0175,Apple USB-C Hub SE,Electronics,Accessories,Apple,1322.0,3.6,114,True,"['bluetooth', 'portable', 'hd', 'smart', 'noise-cancelling', 'fast-charge', '4k', 'electronics', 'tech']","The Apple USB-C Hub SE from Apple combines 4k functionality with sleek aesthetics. As a leading accessories product in the Electronics category, it offers fast-charge performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0176,JBL USB-C Hub Elite,Electronics,Wearables,JBL,45.05,4.2,871,True,"['fast-charge', 'bluetooth', 'waterproof', 'voice-assistant', 'smart', 'tech', 'wireless', 'gadget', 'hd', 'usb-c', 'rechargeable', 'portable']","Introducing the JBL USB-C Hub Elite by JBL — a premium electronics solution built for modern lifestyles. Engineered with usb-c materials and rechargeable design, it stands out in the wearables market. Whether you're a beginner or professional, this product meets your needs."
prod_0177,Anker Gaming Mouse SE,Electronics,Networking,Anker,1302.78,4.4,122,True,"['electronics', 'rechargeable', 'fast-charge', 'gadget', 'tech', 'bluetooth', 'waterproof', 'portable', 'hd', 'noise-cancelling', 'usb-c', 'voice-assistant']","The Anker Anker Gaming Mouse SE is a top-rated networking product designed for professional use. It features gadget and gadget technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0178,LG USB-C Hub Elite,Electronics,Wearables,LG,1237.91,4.0,44,True,"['portable', 'hd', 'tech', 'waterproof', 'electronics', 'wireless', 'usb-c', 'smart', 'bluetooth', 'noise-cancelling']","Introducing the LG USB-C Hub Elite by LG — a premium electronics solution built for modern lifestyles. Engineered with bluetooth materials and wireless design, it stands out in the wearables market. Whether you're a beginner or professional, this product meets your needs."
prod_0179,Apple USB-C Hub Pro,Electronics,Wearables,Apple,589.05,4.0,104,False,"['waterproof', 'noise-cancelling', 'fast-charge', 'wireless', '4k', 'hd', 'voice-assistant']","The Apple USB-C Hub Pro from Apple combines voice-assistant functionality with sleek aesthetics. As a leading wearables product in the Electronics category, it offers voice-assistant performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0180,Sony Power Bank Pro,Electronics,Laptops,Sony,347.3,4.2,54,True,"['fast-charge', 'bluetooth', '4k', 'voice-assistant', 'hd', 'waterproof', 'portable', 'rechargeable', 'smart', 'gadget']","Introducing the Sony Power Bank Pro by Sony — a premium electronics solution built for modern lifestyles. Engineered with rechargeable materials and hd design, it stands out in the laptops market. Whether you're a beginner or professional, this product meets your needs."
prod_0181,Uniqlo Leather Belt SE,Fashion,Men's Clothing,Uniqlo,327.2,4.3,933,True,"['formal', 'premium', 'lightweight', 'clothing', 'slim-fit', 'waterproof', 'outdoor', 'handmade', 'breathable', 'style']","The Uniqlo Uniqlo Leather Belt SE is a top-rated men's clothing product designed for home use. It features slim-fit and slim-fit technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0182,Puma Leather Belt,Fashion,Bags,Puma,78.57,3.9,240,True,"['lightweight', 'slim-fit', 'formal', 'eco-friendly', 'seasonal', 'premium']","Introducing the Puma Leather Belt by Puma — a premium fashion solution built for modern lifestyles. Engineered with seasonal materials and premium design, it stands out in the bags market. Whether you're a beginner or professional, this product meets your needs."
prod_0183,Uniqlo Ankle Boots,Fashion,Women's Clothing,Uniqlo,185.66,4.3,91,True,"['handmade', 'style', 'lightweight', 'breathable', 'premium', 'formal', 'clothing', 'slim-fit']","The Uniqlo Uniqlo Ankle Boots is a top-rated women's clothing product designed for professional use. It features premium and lightweight technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0184,Puma Leather Belt Elite,Fashion,Footwear,Puma,137.67,4.1,150,True,"['slim-fit', 'handmade', 'clothing', 'premium', 'fashion', 'durable', 'eco-friendly', 'waterproof']","The Puma Puma Leather Belt Elite is a top-rated footwear product designed for professional use. It features handmade and eco-friendly technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0185,Puma Hoodie X,Fashion,Footwear,Puma,80.18,4.0,58,True,"['waterproof', 'style', 'eco-friendly', 'clothing', 'slim-fit', 'outdoor', 'handmade', 'durable', 'lightweight', 'fashion', 'seasonal', 'casual']","The Puma Puma Hoodie X is a top-rated footwear product designed for home use. It features clothing and eco-friendly technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0186,Puma Sports Socks Ultra,Fashion,Activewear,Puma,483.01,4.0,269,True,"['fashion', 'premium', 'breathable', 'casual', 'outdoor', 'handmade', 'lightweight', 'waterproof', 'durable']","Introducing the Puma Sports Socks Ultra by Puma — a premium fashion solution built for modern lifestyles. Engineered with handmade materials and outdoor design, it stands out in the activewear market. Whether you're a beginner or professional, this product meets your needs."
prod_0187,Zara Slim-Fit Jeans Pro,Fashion,Footwear,Zara,156.12,4.7,469,True,"['slim-fit', 'waterproof', 'breathable', 'durable', 'eco-friendly', 'outdoor', 'seasonal', 'style']","The Zara Zara Slim-Fit Jeans Pro is a top-rated footwear product designed for home use. It features style and outdoor technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0188,H&M Running Sneakers HD,Fashion,Women's Clothing,H&M,257.27,5.0,59,True,"['outdoor', 'waterproof', 'lightweight', 'fashion', 'seasonal', 'formal']","The H&M Running Sneakers HD from H&M combines formal functionality with sleek aesthetics. As a leading women's clothing product in the Fashion category, it offers outdoor performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0189,Adidas Sports Socks X,Fashion,Men's Clothing,Adidas,196.32,4.4,184,True,"['formal', 'slim-fit', 'waterproof', 'style', 'casual', 'fashion', 'premium', 'seasonal', 'outdoor', 'durable']","The Adidas Sports Socks X from Adidas combines premium functionality with sleek aesthetics. As a leading men's clothing product in the Fashion category, it offers slim-fit performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0190,Levi's Slim-Fit Jeans Plus,Fashion,Men's Clothing,Levi's,253.89,5.0,56,True,"['casual', 'eco-friendly', 'formal', 'breathable', 'premium', 'outdoor', 'seasonal', 'handmade', 'clothing', 'fashion']","The Levi's Levi's Slim-Fit Jeans Plus is a top-rated men's clothing product designed for travel use. It features handmade and breathable technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0191,Gap Ankle Boots Lite,Fashion,Men's Clothing,Gap,475.23,3.6,72,True,"['breathable', 'clothing', 'waterproof', 'eco-friendly', 'handmade', 'formal', 'casual', 'slim-fit', 'style', 'seasonal', 'premium', 'fashion']","Introducing the Gap Ankle Boots Lite by Gap — a premium fashion solution built for modern lifestyles. Engineered with handmade materials and formal design, it stands out in the men's clothing market. Whether you're a beginner or professional, this product meets your needs."
prod_0192,Nike Running Sneakers Lite,Fashion,Men's Clothing,Nike,335.04,2.9,78,True,"['outdoor', 'premium', 'slim-fit', 'durable', 'formal', 'clothing', 'handmade']","Introducing the Nike Running Sneakers Lite by Nike — a premium fashion solution built for modern lifestyles. Engineered with durable materials and durable design, it stands out in the men's clothing market. Whether you're a beginner or professional, this product meets your needs."
prod_0193,Puma Formal Shirt Plus,Fashion,Accessories,Puma,74.93,3.6,177,True,"['fashion', 'handmade', 'style', 'clothing', 'seasonal', 'durable', 'slim-fit', 'breathable', 'waterproof', 'formal', 'casual']","The Puma Puma Formal Shirt Plus is a top-rated accessories product designed for home use. It features formal and fashion technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0194,Nike Slim-Fit Jeans Mini,Fashion,Accessories,Nike,330.94,4.2,1410,True,"['waterproof', 'handmade', 'lightweight', 'breathable', 'durable', 'eco-friendly']","The Nike Slim-Fit Jeans Mini from Nike combines eco-friendly functionality with sleek aesthetics. As a leading accessories product in the Fashion category, it offers eco-friendly performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0195,H&M Ankle Boots Elite,Fashion,Activewear,H&M,335.22,4.5,74,True,"['seasonal', 'style', 'breathable', 'durable', 'fashion', 'lightweight', 'handmade', 'slim-fit', 'premium', 'casual', 'clothing']","The H&M Ankle Boots Elite from H&M combines fashion functionality with sleek aesthetics. As a leading activewear product in the Fashion category, it offers seasonal performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0196,Puma Sports Socks Max,Fashion,Activewear,Puma,48.63,3.6,267,True,"['eco-friendly', 'durable', 'slim-fit', 'clothing', 'premium', 'lightweight', 'outdoor', 'waterproof', 'casual']","The Puma Puma Sports Socks Max is a top-rated activewear product designed for everyday use. It features durable and outdoor technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0197,Gap Canvas Backpack SE,Fashion,Bags,Gap,285.54,3.3,1336,False,"['lightweight', 'slim-fit', 'outdoor', 'eco-friendly', 'fashion', 'casual', 'handmade', 'waterproof', 'formal', 'seasonal', 'breathable']","The Gap Gap Canvas Backpack SE is a top-rated bags product designed for outdoor use. It features breathable and casual technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0198,Levi's Sunglasses SE,Fashion,Footwear,Levi's,193.21,4.6,84,True,"['fashion', 'style', 'slim-fit', 'handmade', 'seasonal', 'clothing']","Introducing the Levi's Sunglasses SE by Levi's — a premium fashion solution built for modern lifestyles. Engineered with style materials and fashion design, it stands out in the footwear market. Whether you're a beginner or professional, this product meets your needs."
prod_0199,Gucci Slim-Fit Jeans Ultra,Fashion,Women's Clothing,Gucci,32.79,3.1,753,True,"['handmade', 'lightweight', 'durable', 'clothing', 'slim-fit', 'premium', 'breathable', 'style', 'casual', 'fashion', 'formal']","The Gucci Slim-Fit Jeans Ultra from Gucci combines casual functionality with sleek aesthetics. As a leading women's clothing product in the Fashion category, it offers durable performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0200,Zara Slim-Fit Jeans Ultra,Fashion,Activewear,Zara,332.19,3.9,655,True,"['premium', 'outdoor', 'breathable', 'seasonal', 'waterproof', 'durable', 'casual', 'formal', 'eco-friendly', 'style']","Introducing the Zara Slim-Fit Jeans Ultra by Zara — a premium fashion solution built for modern lifestyles. Engineered with breathable materials and casual design, it stands out in the activewear market. Whether you're a beginner or professional, this product meets your needs."
prod_0201,Gucci Sunglasses,Fashion,Bags,Gucci,116.5,3.2,72,True,"['durable', 'waterproof', 'formal', 'lightweight', 'outdoor', 'style', 'premium']","Introducing the Gucci Sunglasses by Gucci — a premium fashion solution built for modern lifestyles. Engineered with style materials and formal design, it stands out in the bags market. Whether you're a beginner or professional, this product meets your needs."
prod_0202,Gap Sports Socks,Fashion,Bags,Gap,376.46,4.0,157,True,"['breathable', 'formal', 'seasonal', 'fashion', 'premium', 'clothing', 'waterproof', 'eco-friendly', 'durable', 'lightweight', 'outdoor', 'slim-fit']","The Gap Sports Socks from Gap combines seasonal functionality with sleek aesthetics. As a leading bags product in the Fashion category, it offers breathable performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0203,Uniqlo Running Sneakers Elite,Fashion,Women's Clothing,Uniqlo,408.87,3.8,313,False,"['durable', 'handmade', 'lightweight', 'waterproof', 'breathable', 'casual']","The Uniqlo Running Sneakers Elite from Uniqlo combines lightweight functionality with sleek aesthetics. As a leading women's clothing product in the Fashion category, it offers casual performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0204,Puma Sports Socks,Fashion,Accessories,Puma,163.2,3.5,125,True,"['fashion', 'premium', 'waterproof', 'formal', 'casual', 'durable', 'slim-fit', 'lightweight', 'outdoor', 'seasonal']","Introducing the Puma Sports Socks by Puma — a premium fashion solution built for modern lifestyles. Engineered with seasonal materials and formal design, it stands out in the accessories market. Whether you're a beginner or professional, this product meets your needs."
prod_0205,Adidas Formal Shirt Lite,Fashion,Activewear,Adidas,370.19,4.1,275,True,"['seasonal', 'fashion', 'premium', 'formal', 'breathable', 'waterproof']","The Adidas Formal Shirt Lite from Adidas combines premium functionality with sleek aesthetics. As a leading activewear product in the Fashion category, it offers formal performance. Backed by a manufacturer warranty and thousands of verified purchases."
