review_id,user_id,product_id,rating,review_text,helpful_votes,verified_purchase,created_at
rev_0017690,user_08183,prod_0314,3.5,Decent product for the price. Nothing extraordinary.,5,True,2023-02-20T22:10:37Z
rev_0017691,user_05988,prod_0579,3.5,Gets the job done. Nothing to write home about.,8,True,2023-01-19T12:43:54Z
rev_0017692,user_05061,prod_0157,4.0,Very happy with this purchase. Great quality for the price.,5,True,2024-11-13T13:51:32Z
rev_0017693,user_03670,prod_0341,5.0,Love it! Does everything it says on the packaging.,8,True,2024-06-18T23:25:57Z
rev_0017694,user_03335,prod_0552,4.5,"Solid product, no complaints. Does the job perfectly.",5,True,2022-01-01T17:23:31Z
rev_0017695,user_08187,prod_0032,4.5,Love it! Does everything it says on the packaging.,1,True,2024-02-05T17:07:50Z
rev_0017696,user_06965,prod_0654,1.5,Doesn't match the description at all. Very misleading.,4,True,2022-08-05T19:14:13Z
rev_0017697,user_04809,prod_0878,3.0,Average experience. Might look for alternatives next time.,1,True,2023-08-09T19:40:24Z
rev_0017698,user_09028,prod_0388,3.5,Works fine but wish the quality was a bit better.,1,True,2022-02-08T16:45:26Z
rev_0017699,user_05954,prod_0591,5.0,Fantastic value. Great performance and durable.,2,True,2023-02-25T09:19:43Z
rev_0017700,user_01690,prod_0165,4.5,"Excellent product, exactly as described. Highly recommend!",3,True,2023-02-03T03:46:24Z
rev_0017701,user_03412,prod_0011,4.5,My go-to recommendation for friends and family.,4,True,2022-06-03T18:34:31Z
rev_0017702,user_09412,prod_0670,3.5,Gets the job done. Nothing to write home about.,17,True,2024-07-23T20:40:26Z
rev_0017703,user_06378,prod_0171,3.0,Does what it says. Average quality.,2,True,2023-01-30T20:41:07Z
rev_0017704,user_06693,prod_0496,5.0,My go-to recommendation for friends and family.,6,True,2024-12-04T01:23:38Z
rev_0017705,user_03723,prod_0125,4.5,My go-to recommendation for friends and family.,5,True,2023-04-11T04:49:46Z
rev_0017706,user_09439,prod_0372,4.0,Exceeded my expectations. 5 stars well deserved.,1,True,2023-10-21T15:30:37Z
rev_0017707,user_00767,prod_0281,4.5,Fantastic value. Great performance and durable.,5,True,2023-03-08T01:11:41Z
rev_0017708,user_01053,prod_0642,4.0,Impressed by the build quality. Will buy again.,20,True,2023-03-16T19:17:58Z
rev_0017709,user_00418,prod_0699,5.0,My go-to recommendation for friends and family.,5,True,2024-03-30T05:05:58Z
rev_0017710,user_08132,prod_0520,4.5,Love it! Does everything it says on the packaging.,6,False,2022-01-01T17:44:01Z
rev_0017711,user_07895,prod_0381,3.5,Decent product for the price. Nothing extraordinary.,1,False,2022-07-14T16:42:39Z
rev_0017712,user_03995,prod_0239,4.5,Impressed by the build quality. Will buy again.,85,False,2024-03-12T00:56:49Z
rev_0017713,user_00637,prod_0145,4.0,My go-to recommendation for friends and family.,1,True,2022-01-27T21:42:17Z
rev_0017714,user_03254,prod_0423,3.0,Fair value. Some minor issues but overall functional.,0,True,2022-06-29T00:26:02Z
rev_0017715,user_02624,prod_0769,3.5,Works fine but wish the quality was a bit better.,16,True,2022-05-09T22:24:27Z
rev_0017716,user_03465,prod_0625,3.5,Does what it says. Average quality.,3,True,2022-09-02T17:48:20Z
rev_0017717,user_05546,prod_0599,4.5,My go-to recommendation for friends and family.,2,False,2024-12-25T02:04:01Z
rev_0017718,user_00780,prod_0804,4.0,My go-to recommendation for friends and family.,1,True,2022-09-20T21:40:33Z
rev_0017719,user_06223,prod_0253,4.5,Very happy with this purchase. Great quality for the price.,74,True,2022-08-02T08:02:07Z
rev_0017720,user_05830,prod_0861,4.5,Very happy with this purchase. Great quality for the price.,7,True,2022-08-23T18:26:52Z
rev_0017721,user_03851,prod_0017,4.5,Exceeded my expectations. 5 stars well deserved.,10,True,2023-11-28T14:35:24Z
rev_0017722,user_08483,prod_0176,4.5,My go-to recommendation for friends and family.,5,True,2023-03-25T00:34:37Z
rev_0017723,user_01483,prod_0977,3.0,Not bad but not great either. Acceptable quality.,6,True,2023-09-03T01:55:03Z
rev_0017724,user_02090,prod_0431,4.0,Top quality product. Very satisfied with the results.,36,True,2023-02-23T01:56:11Z
rev_0017725,user_00220,prod_0728,4.0,Impressed by the build quality. Will buy again.,3,True,2024-09-25T15:08:33Z
rev_0017726,user_08834,prod_0215,5.0,Exceeded my expectations. 5 stars well deserved.,0,True,2024-09-21T02:35:38Z
rev_0017727,user_03522,prod_0011,3.5,Fair value. Some minor issues but overall functional.,16,True,2022-01-10T09:10:40Z
rev_0017728,user_08870,prod_0282,5.0,"Solid product, no complaints. Does the job perfectly.",9,True,2024-03-19T22:36:15Z
rev_0017729,user_05286,prod_0186,4.0,Exceeded my expectations. 5 stars well deserved.,5,True,2023-08-02T16:07:27Z
rev_0017730,user_01079,prod_0071,4.5,Exceeded my expectations. 5 stars well deserved.,9,True,2023-01-05T04:41:14Z
rev_0017731,user_06201,prod_0653,2.5,Waste of money. Would not recommend.,2,True,2024-12-11T10:54:57Z
rev_0017732,user_09333,prod_0509,4.5,My go-to recommendation for friends and family.,4,False,2023-10-17T07:52:28Z
rev_0017733,user_03733,prod_0625,4.5,My go-to recommendation for friends and family.,3,True,2022-03-07T12:45:37Z
rev_0017734,user_07367,prod_0599,3.5,"OK product. Arrived on time, works as expected.",1,True,2022-05-15T14:29:33Z
rev_0017735,user_07234,prod_0589,5.0,Top quality product. Very satisfied with the results.,26,True,2024-11-02T22:07:15Z
rev_0017736,user_01672,prod_0582,3.0,Works fine but wish the quality was a bit better.,0,True,2022-01-04T10:48:04Z
rev_0017737,user_06141,prod_0883,4.0,"Solid product, no complaints. Does the job perfectly.",154,True,2024-10-01T02:42:44Z
rev_0017738,user_01605,prod_0452,5.0,Fantastic value. Great performance and durable.,16,True,2024-04-12T18:48:15Z
rev_0017739,user_03269,prod_0646,4.5,My go-to recommendation for friends and family.,0,True,2023-04-18T19:29:37Z
rev_0017740,user_02389,prod_0570,5.0,Love it! Does everything it says on the packaging.,3,False,2022-09-22T04:02:31Z
rev_0017741,user_04010,prod_0730,5.0,Top quality product. Very satisfied with the results.,3,True,2023-01-05T23:50:19Z
rev_0017742,user_02061,prod_0581,3.0,"OK product. Arrived on time, works as expected.",8,True,2024-09-02T01:51:49Z
rev_0017743,user_01922,prod_0202,1.5,Doesn't match the description at all. Very misleading.,1,True,2024-09-14T19:26:17Z
rev_0017744,user_07234,prod_0510,4.5,Very happy with this purchase. Great quality for the price.,4,True,2024-05-02T16:54:45Z
rev_0017745,user_08287,prod_0126,4.0,Impressed by the build quality. Will buy again.,3,True,2022-03-11T18:28:51Z
rev_0017746,user_01470,prod_0475,3.0,Average experience. Might look for alternatives next time.,1,True,2022-01-18T19:46:49Z
rev_0017747,user_00069,prod_0569,4.5,Exceeded my expectations. 5 stars well deserved.,1,True,2024-01-19T03:25:25Z
rev_0017748,user_04330,prod_0502,3.5,Decent product for the price. Nothing extraordinary.,17,True,2022-04-08T14:11:50Z
rev_0017749,user_05967,prod_0121,3.5,Gets the job done. Nothing to write home about.,0,True,2024-06-17T18:12:47Z
rev_0017750,user_05002,prod_0261,3.5,Not bad but not great either. Acceptable quality.,9,True,2022-02-18T18:45:18Z
rev_0017751,user_02170,prod_0847,2.5,Disappointed with the quality. Expected much better.,14,True,2022-04-14T09:40:41Z
rev_0017752,user_01557,prod_0364,1.0,Not as advertised. Major quality issues.,3,True,2024-01-11T07:39:43Z
rev_0017753,user_04721,prod_0622,5.0,"Solid product, no complaints. Does the job perfectly.",4,True,2024-10-19T04:57:58Z
rev_0017754,user_07968,prod_0025,4.5,"Excellent product, exactly as described. Highly recommend!",25,False,2023-06-28T06:54:13Z
rev_0017755,user_06456,prod_0646,1.5,Not as advertised. Major quality issues.,1,False,2023-08-16T03:08:45Z
rev_0017756,user_07219,prod_0610,4.5,Very happy with this purchase. Great quality for the price.,1,True,2022-01-21T08:58:49Z
rev_0017757,user_09206,prod_0840,3.5,Decent product for the price. Nothing extraordinary.,2,False,2023-11-06T05:38:41Z
rev_0017758,user_08093,prod_0390,4.0,"Excellent product, exactly as described. Highly recommend!",25,True,2023-03-24T19:36:45Z
rev_0017759,user_02737,prod_0284,5.0,"Solid product, no complaints. Does the job perfectly.",31,True,2024-02-15T10:08:15Z
rev_0017760,user_09144,prod_0226,3.5,Not bad but not great either. Acceptable quality.,0,True,2022-05-23T02:47:51Z
rev_0017761,user_05901,prod_0107,1.0,Disappointed with the quality. Expected much better.,20,True,2022-10-10T12:52:11Z
rev_0017762,user_02075,prod_0640,4.0,Exceeded my expectations. 5 stars well deserved.,15,True,2022-06-09T09:17:33Z
rev_0017763,user_02155,prod_0669,3.5,Average experience. Might look for alternatives next time.,46,True,2024-02-16T01:16:02Z
rev_0017764,user_06129,prod_0439,3.0,Average experience. Might look for alternatives next time.,7,True,2024-11-06T11:34:50Z
rev_0017765,user_04172,prod_0379,3.0,Not bad but not great either. Acceptable quality.,4,True,2024-09-06T15:29:42Z
rev_0017766,user_06970,prod_0943,4.5,"Solid product, no complaints. Does the job perfectly.",24,False,2024-04-16T06:44:41Z
rev_0017767,user_01546,prod_0416,3.5,Works fine but wish the quality was a bit better.,12,True,2023-09-18T10:13:52Z
rev_0017768,user_04735,prod_0248,5.0,Love it! Does everything it says on the packaging.,129,True,2023-08-09T13:03:24Z
rev_0017769,user_03427,prod_0074,4.0,Fantastic value. Great performance and durable.,18,True,2024-01-20T13:10:56Z
rev_0017770,user_00788,prod_0683,3.5,Average experience. Might look for alternatives next time.,5,True,2023-11-23T01:21:49Z
rev_0017771,user_01344,prod_0513,3.0,Not bad but not great either. Acceptable quality.,0,True,2023-06-27T00:06:18Z
rev_0017772,user_09769,prod_0925,3.5,"OK product. Arrived on time, works as expected.",1,True,2024-01-24T11:08:47Z
rev_0017773,user_07935,prod_0911,2.5,Disappointed with the quality. Expected much better.,0,True,2023-12-15T10:46:08Z
rev_0017774,user_00616,prod_0529,3.5,Not bad but not great either. Acceptable quality.,3,True,2023-08-25T06:15:39Z
rev_0017775,user_02068,prod_0400,4.0,Impressed by the build quality. Will buy again.,17,True,2024-09-01T13:23:23Z
rev_0017776,user_01122,prod_0944,5.0,"Solid product, no complaints. Does the job perfectly.",4,True,2022-02-23T09:09:33Z
rev_0017777,user_07931,prod_0460,5.0,"Solid product, no complaints. Does the job perfectly.",20,True,2023-05-31T09:49:55Z
rev_0017778,user_04349,prod_0396,1.5,Not as advertised. Major quality issues.,7,True,2024-03-20T10:58:44Z
rev_0017779,user_08188,prod_0041,5.0,Love it! Does everything it says on the packaging.,2,True,2023-09-23T04:35:47Z
rev_0017780,user_00019,prod_0810,4.0,Impressed by the build quality. Will buy again.,5,True,2022-04-27T14:45:15Z
rev_0017781,user_04654,prod_0821,5.0,Very happy with this purchase. Great quality for the price.,9,False,2024-04-18T15:28:19Z
rev_0017782,user_01781,prod_0469,3.5,Gets the job done. Nothing to write home about.,5,True,2024-01-02T02:05:23Z
rev_0017783,user_02546,prod_0052,3.0,Gets the job done. Nothing to write home about.,5,True,2022-09-26T08:40:07Z
rev_0017784,user_00112,prod_0994,4.5,"Solid product, no complaints. Does the job perfectly.",1,True,2023-08-10T13:21:41Z
rev_0017785,user_02273,prod_0394,4.5,Fantastic value. Great performance and durable.,2,False,2024-02-04T08:48:57Z
rev_0017786,user_04149,prod_0482,2.5,Doesn't match the description at all. Very misleading.,132,True,2024-06-10T11:33:39Z
rev_0017787,user_05805,prod_0043,4.5,Exceeded my expectations. 5 stars well deserved.,28,True,2022-01-08T05:05:48Z
rev_0017788,user_08914,prod_0847,4.5,Love it! Does everything it says on the packaging.,0,True,2022-10-27T18:03:24Z
rev_0017789,user_06719,prod_0352,4.0,Fantastic value. Great performance and durable.,0,True,2024-09-27T19:30:49Z
rev_0017790,user_05649,prod_0164,4.5,Fantastic value. Great performance and durable.,5,True,2024-04-18T14:51:40Z
rev_0017791,user_06478,prod_0444,3.5,Not bad but not great either. Acceptable quality.,17,True,2023-10-07T21:35:57Z
rev_0017792,user_07937,prod_0988,3.0,Does what it says. Average quality.,2,True,2024-09-15T01:12:31Z
rev_0017793,user_06933,prod_0125,4.5,My go-to recommendation for friends and family.,20,True,2023-12-11T18:57:44Z
rev_0017794,user_05846,prod_0792,2.5,Disappointed with the quality. Expected much better.,4,True,2022-11-04T07:49:26Z
rev_0017795,user_06458,prod_0788,4.0,"Excellent product, exactly as described. Highly recommend!",3,True,2024-06-27T00:15:08Z
rev_0017796,user_05002,prod_0618,5.0,My go-to recommendation for friends and family.,13,True,2024-12-04T21:14:07Z
rev_0017797,user_03249,prod_0611,4.0,Exceeded my expectations. 5 stars well deserved.,2,True,2022-11-27T05:50:38Z
rev_0017798,user_05094,prod_0649,3.5,Does what it says. Average quality.,2,False,2023-02-27T21:21:53Z
rev_0017799,user_00109,prod_0349,5.0,Impressed by the build quality. Will buy again.,12,True,2024-12-08T10:23:53Z
rev_0017800,user_07910,prod_0932,4.5,Works perfectly. Fast delivery and well packaged.,4,True,2023-01-28T22:34:15Z
rev_0017801,user_02429,prod_0528,5.0,Fantastic value. Great performance and durable.,78,True,2024-11-05T22:27:49Z
rev_0017802,user_06091,prod_0677,3.0,"OK product. Arrived on time, works as expected.",12,False,2023-12-19T02:52:20Z
rev_0017803,user_06379,prod_0559,4.0,Fantastic value. Great performance and durable.,11,True,2024-03-04T23:25:04Z
rev_0017804,user_09478,prod_0029,2.5,Stopped working after two weeks. Very unreliable.,4,True,2022-03-02T11:55:34Z
rev_0017805,user_04822,prod_0757,3.0,"OK product. Arrived on time, works as expected.",16,True,2023-04-06T23:40:05Z
rev_0017806,user_07142,prod_0848,3.5,Fair value. Some minor issues but overall functional.,2,False,2024-07-22T01:23:13Z
rev_0017807,user_09951,prod_0518,3.5,"OK product. Arrived on time, works as expected.",6,True,2023-10-11T07:46:02Z
rev_0017808,user_02708,prod_0695,3.0,Not bad but not great either. Acceptable quality.,1,True,2024-11-19T19:39:05Z
rev_0017809,user_08337,prod_0458,5.0,"Solid product, no complaints. Does the job perfectly.",21,True,2022-06-21T17:21:58Z
rev_0017810,user_00330,prod_0070,1.0,Disappointed with the quality. Expected much better.,6,True,2024-11-27T07:36:00Z
rev_0017811,user_08921,prod_0932,4.5,Impressed by the build quality. Will buy again.,87,True,2024-06-27T02:02:19Z
rev_0017812,user_09137,prod_0723,5.0,Love it! Does everything it says on the packaging.,162,True,2024-06-29T13:43:08Z
rev_0017813,user_02250,prod_0926,4.5,Very happy with this purchase. Great quality for the price.,14,True,2022-06-22T00:10:03Z
rev_0017814,user_03045,prod_0700,3.0,Fair value. Some minor issues but overall functional.,4,False,2023-04-24T06:02:50Z
rev_0017815,user_01278,prod_0161,2.5,Waste of money. Would not recommend.,1,True,2023-01-03T22:04:29Z
rev_0017816,user_03915,prod_0753,3.0,Fair value. Some minor issues but overall functional.,17,True,2022-03-03T19:19:13Z
rev_0017817,user_07773,prod_0642,2.5,Disappointed with the quality. Expected much better.,6,True,2024-05-21T22:49:38Z
rev_0017818,user_05573,prod_0725,4.5,"Solid product, no complaints. Does the job perfectly.",10,True,2024-09-30T13:54:28Z
rev_0017819,user_04034,prod_0049,4.0,Impressed by the build quality. Will buy again.,60,True,2024-10-26T09:46:34Z
rev_0017820,user_01295,prod_0897,4.5,My go-to recommendation for friends and family.,1,True,2022-02-03T22:26:50Z
rev_0017821,user_05289,prod_0394,4.0,Exceeded my expectations. 5 stars well deserved.,1,True,2024-01-28T21:28:21Z
rev_0017822,user_03509,prod_0536,4.0,Works perfectly. Fast delivery and well packaged.,3,True,2024-08-19T13:45:51Z
rev_0017823,user_03409,prod_0250,4.5,Love it! Does everything it says on the packaging.,15,True,2024-04-08T20:54:40Z
rev_0017824,user_07681,prod_0617,2.5,Disappointed with the quality. Expected much better.,10,True,2024-02-18T19:00:33Z
rev_0017825,user_03334,prod_0173,4.5,Impressed by the build quality. Will buy again.,1,True,2022-06-27T08:54:11Z
rev_0017826,user_08215,prod_0454,4.0,Love it! Does everything it says on the packaging.,13,False,2023-05-19T14:57:30Z
rev_0017827,user_09554,prod_0703,4.5,Works perfectly. Fast delivery and well packaged.,0,True,2022-12-03T16:03:09Z
rev_0017828,user_08228,prod_0836,5.0,Impressed by the build quality. Will buy again.,1,True,2024-07-24T21:55:59Z
rev_0017829,user_03567,prod_0368,4.0,Fantastic value. Great performance and durable.,3,True,2024-01-20T08:22:29Z
rev_0017830,user_00560,prod_0596,5.0,Impressed by the build quality. Will buy again.,1,True,2023-04-22T01:39:27Z
rev_0017831,user_05860,prod_0068,3.0,Gets the job done. Nothing to write home about.,17,True,2023-12-21T18:49:00Z
rev_0017832,user_09040,prod_0618,4.0,Exceeded my expectations. 5 stars well deserved.,6,True,2023-05-04T02:38:31Z
rev_0017833,user_08984,prod_0647,3.0,Does what it says. Average quality.,63,True,2024-07-21T18:46:06Z
rev_0017834,user_01991,prod_0102,4.5,"Excellent product, exactly as described. Highly recommend!",3,True,2024-03-07T19:21:08Z
rev_0017835,user_05332,prod_0157,5.0,My go-to recommendation for friends and family.,3,True,2023-01-07T14:08:17Z
rev_0017836,user_04794,prod_0373,5.0,"Solid product, no complaints. Does the job perfectly.",27,True,2024-11-23T18:35:50Z
rev_0017837,user_00328,prod_0861,4.5,Very happy with this purchase. Great quality for the price.,3,True,2023-07-21T17:55:21Z
rev_0017838,user_01885,prod_0641,5.0,Very happy with this purchase. Great quality for the price.,42,False,2022-05-04T00:55:36Z
rev_0017839,user_00201,prod_0031,4.0,"Excellent product, exactly as described. Highly recommend!",10,True,2022-06-25T06:39:16Z
rev_0017840,user_09491,prod_0216,4.0,Exceeded my expectations. 5 stars well deserved.,0,True,2023-07-14T09:20:36Z
rev_0017841,user_04943,prod_0662,5.0,Impressed by the build quality. Will buy again.,26,False,2022-07-27T16:36:10Z
rev_0017842,user_01176,prod_0043,5.0,Fantastic value. Great performance and durable.,17,True,2024-11-16T16:41:11Z
rev_0017843,user_01375,prod_0605,2.5,Broke after a few uses. Not worth the money.,18,True,2024-12-13T11:36:59Z
rev_0017844,user_00472,prod_0334,4.5,Fantastic value. Great performance and durable.,0,True,2024-09-24T13:46:52Z
rev_0017845,user_02610,prod_0453,3.5,Decent product for the price. Nothing extraordinary.,1,True,2023-12-18T11:46:27Z
rev_0017846,user_05461,prod_0485,3.5,Works fine but wish the quality was a bit better.,1,True,2024-01-04T08:51:59Z
rev_0017847,user_01494,prod_0464,3.0,Decent product for the price. Nothing extraordinary.,1,True,2024-03-25T13:09:44Z
rev_0017848,user_06538,prod_0777,4.5,"Solid product, no complaints. Does the job perfectly.",61,True,2023-02-18T11:46:02Z
rev_0017849,user_01861,prod_0503,3.0,Decent product for the price. Nothing extraordinary.,4,False,2023-09-04T11:53:08Z
rev_0017850,user_06197,prod_0463,5.0,Impressed by the build quality. Will buy again.,4,True,2024-05-28T08:12:16Z
rev_0017851,user_00436,prod_0442,5.0,Fantastic value. Great performance and durable.,10,True,2024-07-11T03:56:05Z
rev_0017852,user_01964,prod_0421,3.0,Does what it says. Average quality.,10,True,2024-09-07T05:51:41Z
rev_0017853,user_06289,prod_0141,4.5,Works perfectly. Fast delivery and well packaged.,0,True,2023-04-12T17:58:36Z
rev_0017854,user_02726,prod_0982,5.0,Love it! Does everything it says on the packaging.,1,False,2023-05-30T01:31:29Z
rev_0017855,user_02543,prod_0061,3.5,Decent product for the price. Nothing extraordinary.,0,False,2022-09-09T02:25:31Z
rev_0017856,user_00224,prod_0749,4.5,Fantastic value. Great performance and durable.,8,False,2022-05-27T08:34:13Z
rev_0017857,user_07186,prod_0981,4.5,"Excellent product, exactly as described. Highly recommend!",2,True,2024-08-01T08:26:34Z
rev_0017858,user_02384,prod_0747,5.0,Exceeded my expectations. 5 stars well deserved.,4,True,2023-05-21T23:52:59Z
rev_0017859,user_03776,prod_0039,1.5,Broke after a few uses. Not worth the money.,0,False,2023-04-11T11:26:40Z
rev_0017860,user_06163,prod_0079,3.5,Average experience. Might look for alternatives next time.,2,True,2023-08-08T06:55:47Z
rev_0017861,user_01902,prod_0404,1.0,Broke after a few uses. Not worth the money.,23,True,2024-11-06T18:38:46Z
rev_0017862,user_02381,prod_0634,4.0,My go-to recommendation for friends and family.,37,True,2024-08-20T14:05:01Z
rev_0017863,user_00841,prod_0741,4.5,Love it! Does everything it says on the packaging.,13,False,2022-11-05T13:10:46Z
rev_0017864,user_09863,prod_0576,3.5,"OK product. Arrived on time, works as expected.",0,False,2022-08-21T16:58:57Z
rev_0017865,user_09199,prod_0696,4.5,"Excellent product, exactly as described. Highly recommend!",29,True,2023-12-11T12:38:56Z
rev_0017866,user_03887,prod_0130,5.0,Impressed by the build quality. Will buy again.,13,True,2023-09-27T23:06:54Z
rev_0017867,user_07925,prod_0785,4.5,"Excellent product, exactly as described. Highly recommend!",3,True,2024-03-31T08:33:43Z
rev_0017868,user_01540,prod_0144,4.5,"Excellent product, exactly as described. Highly recommend!",0,True,2024-10-08T09:53:59Z
rev_0017869,user_01933,prod_0728,5.0,Impressed by the build quality. Will buy again.,18,True,2024-12-25T03:49:03Z
rev_0017870,user_00152,prod_0309,4.5,Top quality product. Very satisfied with the results.,1,True,2023-11-08T10:51:24Z
rev_0017871,user_03253,prod_0631,4.5,My go-to recommendation for friends and family.,7,True,2023-01-31T06:13:41Z
rev_0017872,user_09343,prod_0017,3.5,Not bad but not great either. Acceptable quality.,4,True,2022-11-27T12:28:03Z
rev_0017873,user_09875,prod_0766,3.5,Gets the job done. Nothing to write home about.,45,True,2022-02-06T12:37:21Z
rev_0017874,user_01527,prod_0256,5.0,Top quality product. Very satisfied with the results.,3,False,2024-01-27T05:57:52Z
rev_0017875,user_01729,prod_0359,5.0,Works perfectly. Fast delivery and well packaged.,4,True,2023-08-03T11:20:54Z
rev_0017876,user_05474,prod_0947,2.0,Disappointed with the quality. Expected much better.,47,True,2024-03-26T20:04:34Z
rev_0017877,user_00309,prod_0928,4.5,"Solid product, no complaints. Does the job perfectly.",1,True,2024-09-08T12:26:37Z
rev_0017878,user_09253,prod_0939,4.5,Very happy with this purchase. Great quality for the price.,15,True,2022-04-28T21:49:05Z
rev_0017879,user_01227,prod_0667,5.0,Impressed by the build quality. Will buy again.,3,True,2022-01-01T19:17:41Z
rev_0017880,user_02848,prod_0432,3.0,Works fine but wish the quality was a bit better.,0,True,2024-09-05T17:18:21Z
rev_0017881,user_01946,prod_0250,3.0,Does what it says. Average quality.,4,True,2024-05-16T05:31:53Z
rev_0017882,user_07426,prod_0056,4.0,Works perfectly. Fast delivery and well packaged.,12,True,2022-08-11T10:02:16Z
rev_0017883,user_04106,prod_0308,1.0,Waste of money. Would not recommend.,34,True,2023-02-09T02:32:20Z
rev_0017884,user_06887,prod_0914,4.5,Top quality product. Very satisfied with the results.,40,True,2022-05-26T05:19:03Z
rev_0017885,user_05417,prod_0057,4.5,Impressed by the build quality. Will buy again.,2,True,2023-03-08T20:53:18Z
rev_0017886,user_05609,prod_0258,1.0,Disappointed with the quality. Expected much better.,1,True,2024-02-16T08:49:44Z
rev_0017887,user_04100,prod_0475,2.5,Doesn't match the description at all. Very misleading.,2,True,2024-01-16T07:25:34Z
rev_0017888,user_07049,prod_0023,3.0,Works fine but wish the quality was a bit better.,0,False,2023-06-25T11:12:58Z
rev_0017889,user_02081,prod_0129,4.0,Exceeded my expectations. 5 stars well deserved.,3,True,2022-09-09T19:48:36Z
rev_0017890,user_06172,prod_0589,4.0,"Excellent product, exactly as described. Highly recommend!",2,True,2024-05-22T11:38:35Z
rev_0017891,user_04620,prod_0128,2.5,Poor quality control. Had to return it.,13,True,2022-04-30T16:05:19Z
rev_0017892,user_05438,prod_0926,3.0,Not bad but not great either. Acceptable quality.,0,True,2022-12-23T13:38:50Z
rev_0017893,user_07061,prod_0088,4.0,"Solid product, no complaints. Does the job perfectly.",1,True,2023-11-25T10:46:43Z
rev_0017894,user_07420,prod_0053,3.0,Not bad but not great either. Acceptable quality.,1,True,2022-12-04T19:32:12Z
rev_0017895,user_09814,prod_0251,5.0,Works perfectly. Fast delivery and well packaged.,26,False,2024-07-01T19:02:20Z
rev_0017896,user_05428,prod_0897,4.5,Works perfectly. Fast delivery and well packaged.,0,True,2024-01-19T04:40:36Z
rev_0017897,user_05723,prod_0714,2.5,Waste of money. Would not recommend.,6,True,2022-05-01T01:10:10Z
rev_0017898,user_00545,prod_0320,3.5,Fair value. Some minor issues but overall functional.,3,True,2023-12-19T22:04:44Z
rev_0017899,user_02346,prod_0986,5.0,Exceeded my expectations. 5 stars well deserved.,21,True,2022-08-02T01:37:36Z
rev_0017900,user_00020,prod_0648,4.0,"Solid product, no complaints. Does the job perfectly.",10,True,2022-06-01T13:46:21Z
rev_0017901,user_09870,prod_0468,2.5,Waste of money. Would not recommend.,5,True,2023-03-24T21:45:16Z
rev_0017902,user_06151,prod_0310,4.5,Fantastic value. Great performance and durable.,1,True,2023-02-05T16:17:38Z
rev_0017903,user_09392,prod_0151,4.0,Exceeded my expectations. 5 stars well deserved.,0,True,2022-12-20T09:37:01Z
rev_0017904,user_03751,prod_0241,4.0,"Excellent product, exactly as described. Highly recommend!",6,True,2022-04-23T12:13:11Z
rev_0017905,user_02546,prod_0126,4.5,Very happy with this purchase. Great quality for the price.,9,True,2022-07-22T08:56:43Z
rev_0017906,user_07093,prod_0167,4.5,My go-to recommendation for friends and family.,0,True,2022-08-15T08:07:17Z
rev_0017907,user_07092,prod_0114,4.5,My go-to recommendation for friends and family.,0,False,2023-12-14T17:25:18Z
rev_0017908,user_02410,prod_0188,3.5,Average experience. Might look for alternatives next time.,6,True,2023-04-16T17:48:58Z
rev_0017909,user_01443,prod_0515,3.0,"OK product. Arrived on time, works as expected.",7,True,2022-10-21T15:25:49Z
rev_0017910,user_08917,prod_0771,3.5,Does what it says. Average quality.,1,True,2022-01-12T10:51:00Z
rev_0017911,user_09846,prod_0574,3.5,Average experience. Might look for alternatives next time.,1,True,2024-02-15T04:22:49Z
rev_0017912,user_05623,prod_0782,4.0,"Solid product, no complaints. Does the job perfectly.",0,True,2023-06-03T16:36:19Z
rev_0017913,user_08802,prod_0616,3.5,"OK product. Arrived on time, works as expected.",35,True,2023-12-09T15:21:09Z
rev_0017914,user_04242,prod_0145,4.5,Impressed by the build quality. Will buy again.,0,True,2023-08-30T06:19:32Z
rev_0017915,user_03381,prod_0921,2.0,Doesn't match the description at all. Very misleading.,10,True,2022-07-10T05:33:14Z
rev_0017916,user_08321,prod_0731,5.0,Top quality product. Very satisfied with the results.,4,True,2024-04-03T06:28:01Z
rev_0017917,user_05686,prod_0110,4.0,"Excellent product, exactly as described. Highly recommend!",31,True,2023-11-12T05:43:41Z
rev_0017918,user_07564,prod_0396,3.0,Gets the job done. Nothing to write home about.,1,False,2022-08-08T07:17:44Z
rev_0017919,user_04798,prod_0631,3.0,"OK product. Arrived on time, works as expected.",4,True,2022-09-27T07:05:06Z
rev_0017920,user_08242,prod_0991,5.0,Fantastic value. Great performance and durable.,0,True,2022-08-17T15:39:01Z
rev_0017921,user_08248,prod_0085,4.0,Love it! Does everything it says on the packaging.,0,True,2023-03-06T16:04:40Z
rev_0017922,user_05886,prod_0027,3.0,Decent product for the price. Nothing extraordinary.,10,True,2023-02-25T09:16:28Z
rev_0017923,user_02086,prod_0794,5.0,Exceeded my expectations. 5 stars well deserved.,0,True,2024-08-14T07:21:59Z
rev_0017924,user_07106,prod_0646,2.5,Waste of money. Would not recommend.,3,True,2024-06-27T02:18:46Z
rev_0017925,user_05358,prod_0853,4.5,Fantastic value. Great performance and durable.,20,True,2024-10-05T09:09:59Z
rev_0017926,user_00835,prod_0173,5.0,Exceeded my expectations. 5 stars well deserved.,13,True,2022-10-16T22:13:07Z
